Date_Time,Wind_speed,Wind_speed_qual,Wind_direction_from,Wind_dir_qual,Water_temp_F,Water_temp_qual,Salinity_ppt,Sal_qual,Wave_ht_ft,Wave_qual
4/12/16 0:08,8.25,good,193,not evaluated,63.14,good,34.09,good,,
4/12/16 0:09,,,,,,,,,2.26,good
4/12/16 0:39,,,,,,,,,2.2,good
4/12/16 1:08,7.93,good,196,not evaluated,63.04,good,34.07,good,,
4/12/16 1:09,,,,,,,,,2.1,good
4/12/16 1:39,,,,,,,,,2.03,good
4/12/16 2:08,9.25,good,210,not evaluated,62.96,good,34,good,,
4/12/16 2:09,,,,,,,,,2.1,good
4/12/16 2:39,,,,,,,,,1.97,good
4/12/16 3:08,6.69,good,191,not evaluated,62.8,good,33.93,good,,
4/12/16 3:09,,,,,,,,,2.13,good
4/12/16 3:39,,,,,,,,,2,good
4/12/16 4:08,5.77,good,203,not evaluated,62.7,good,33.58,good,,
4/12/16 4:09,,,,,,,,,2.17,good
4/12/16 4:39,,,,,,,,,2.13,good
4/12/16 5:09,,,,,,,,,2.3,good
4/12/16 5:39,,,,,,,,,2.26,good
4/12/16 6:08,9.27,good,208,not evaluated,62.69,good,33.65,good,,
4/12/16 6:09,,,,,,,,,2.23,good
4/12/16 6:39,,,,,,,,,2.33,good
4/12/16 7:08,5.54,good,228,not evaluated,62.67,good,33.64,good,,
4/12/16 7:09,,,,,,,,,2.46,good
4/12/16 7:39,,,,,,,,,2.36,good
4/12/16 8:08,5.13,good,222,not evaluated,62.65,good,33.44,good,,
4/12/16 8:09,,,,,,,,,2.56,good
4/12/16 8:39,,,,,,,,,2.62,good
4/12/16 9:08,2.75,good,258,not evaluated,62.62,good,33.53,good,,
4/12/16 9:09,,,,,,,,,2.56,good
4/12/16 9:39,,,,,,,,,2.82,good
4/12/16 10:08,4.28,good,279,not evaluated,62.59,good,33.4,good,,
4/12/16 10:09,,,,,,,,,2.92,good
4/12/16 10:39,,,,,,,,,3.08,good
4/12/16 11:08,1.58,good,333,not evaluated,62.58,good,33.25,good,,
4/12/16 11:09,,,,,,,,,2.82,good
4/12/16 11:39,,,,,,,,,2.82,good
4/12/16 12:08,1.76,good,25,not evaluated,62.57,good,33.17,good,,
4/12/16 12:09,,,,,,,,,2.79,good
4/12/16 12:39,,,,,,,,,2.76,good
4/12/16 13:08,1.04,good,174,not evaluated,62.54,good,33.09,good,,
4/12/16 13:09,,,,,,,,,2.72,good
4/12/16 13:39,,,,,,,,,2.49,good
4/12/16 14:08,6.67,good,191,not evaluated,62.48,good,33.11,good,,
4/12/16 14:09,,,,,,,,,2.46,good
4/12/16 14:39,,,,,,,,,2.46,good
4/12/16 15:08,6.82,good,166,not evaluated,62.68,good,33.05,good,,
4/12/16 15:09,,,,,,,,,2.4,good
4/12/16 15:39,,,,,,,,,2.23,good
4/12/16 16:08,5.28,good,192,not evaluated,62.67,good,33.08,good,,
4/12/16 16:09,,,,,,,,,2.13,good
4/12/16 16:39,,,,,,,,,2.2,good
4/12/16 17:08,2.54,good,235,not evaluated,62.71,good,33.09,good,,
4/12/16 17:09,,,,,,,,,2.07,good
4/12/16 17:39,,,,,,,,,2,good
4/12/16 18:08,2.14,good,249,not evaluated,62.81,good,33.06,good,,
4/12/16 18:09,,,,,,,,,2.07,good
4/12/16 18:39,,,,,,,,,1.84,good
4/12/16 19:08,2.32,good,320,not evaluated,62.71,good,33.13,good,,
4/12/16 19:09,,,,,,,,,1.94,good
4/12/16 19:39,,,,,,,,,1.9,good
4/12/16 20:08,4.57,good,283,not evaluated,62.82,good,33,good,,
4/12/16 20:09,,,,,,,,,1.87,good
4/12/16 20:39,,,,,,,,,1.8,good
4/12/16 21:08,2.57,good,303,not evaluated,62.79,good,33.03,good,,
4/12/16 21:09,,,,,,,,,1.74,good
4/12/16 21:39,,,,,,,,,1.74,good
4/12/16 22:08,2.24,good,277,not evaluated,62.81,good,32.99,good,,
4/12/16 22:09,,,,,,,,,1.74,good
4/12/16 22:39,,,,,,,,,1.67,good
4/12/16 23:08,0.63,good,296,not evaluated,62.84,good,33.01,good,,
4/12/16 23:09,,,,,,,,,1.74,good
4/12/16 23:39,,,,,,,,,2,good
4/13/16 0:08,3.31,good,329,not evaluated,62.91,good,33.09,good,,
4/13/16 0:09,,,,,,,,,1.84,good
4/13/16 0:39,,,,,,,,,1.84,good
4/13/16 1:08,4.35,good,356,not evaluated,62.83,good,33.08,good,,
4/13/16 1:09,,,,,,,,,1.8,good
4/13/16 1:39,,,,,,,,,1.87,good
4/13/16 2:08,10.45,good,37,not evaluated,62.81,good,33.07,good,,
4/13/16 2:09,,,,,,,,,2,good
4/13/16 2:39,,,,,,,,,2,good
4/13/16 3:08,22.48,good,52,not evaluated,62.84,good,33.29,good,,
4/13/16 3:09,,,,,,,,,2.72,good
4/13/16 3:39,,,,,,,,,3.51,good
4/13/16 4:08,23.28,good,51,not evaluated,62.66,good,33.6,good,,
4/13/16 4:09,,,,,,,,,3.94,good
4/13/16 4:39,,,,,,,,,4.4,good
4/13/16 5:08,22.02,good,47,not evaluated,62.67,good,33.83,good,,
4/13/16 5:09,,,,,,,,,4.95,good
4/13/16 5:39,,,,,,,,,5.45,good
4/13/16 6:08,21.29,good,41,not evaluated,62.64,good,33.97,good,,
4/13/16 6:09,,,,,,,,,5.61,good
4/13/16 6:39,,,,,,,,,5.45,good
4/13/16 7:08,21.8,good,40,not evaluated,62.63,good,34.14,good,,
4/13/16 7:09,,,,,,,,,5.51,good
4/13/16 7:39,,,,,,,,,5.61,good
4/13/16 8:08,20.64,good,39,not evaluated,62.67,good,34.24,good,,
4/13/16 8:09,,,,,,,,,5.28,good
4/13/16 8:39,,,,,,,,,5.38,good
4/13/16 9:08,21.17,good,46,not evaluated,62.69,good,34.3,good,,
4/13/16 9:09,,,,,,,,,5.48,good
4/13/16 9:39,,,,,,,,,5.48,good
4/13/16 10:08,18.91,good,47,not evaluated,62.74,good,34.34,good,,
4/13/16 10:09,,,,,,,,,5.35,good
4/13/16 10:39,,,,,,,,,5.68,good
4/13/16 11:08,20.24,good,48,not evaluated,62.79,good,34.36,good,,
4/13/16 11:09,,,,,,,,,5.48,good
4/13/16 11:39,,,,,,,,,5.31,good
4/13/16 12:08,18.97,good,49,not evaluated,62.83,good,34.39,good,,
4/13/16 12:09,,,,,,,,,5.68,good
4/13/16 12:39,,,,,,,,,5.51,good
4/13/16 13:08,16.25,good,57,not evaluated,62.88,good,34.41,good,,
4/13/16 13:09,,,,,,,,,5.68,good
4/13/16 13:39,,,,,,,,,5.68,good
4/13/16 14:08,15.54,good,65,not evaluated,62.93,good,34.43,good,,
4/13/16 14:09,,,,,,,,,5.28,good
4/13/16 15:08,16.02,good,72,not evaluated,62.94,good,34.44,good,,
4/13/16 15:09,,,,,,,,,5.22,good
4/13/16 15:39,,,,,,,,,5.35,good
4/13/16 16:08,18.24,good,76,not evaluated,62.99,good,34.44,good,,
4/13/16 16:09,,,,,,,,,5.58,good
4/13/16 16:39,,,,,,,,,5.35,good
4/13/16 17:08,18.07,good,77,not evaluated,63.01,good,34.45,good,,
4/13/16 17:09,,,,,,,,,5.51,good
4/13/16 17:39,,,,,,,,,5.38,good
4/13/16 18:08,18.02,good,73,not evaluated,63,good,34.45,good,,
4/13/16 18:39,,,,,,,,,5.09,good
4/13/16 19:08,17.52,good,71,not evaluated,62.98,good,34.45,good,,
4/13/16 19:09,,,,,,,,,5.45,good
4/13/16 19:39,,,,,,,,,5.31,good
4/13/16 20:08,20.05,good,56,not evaluated,62.94,good,34.46,good,,
4/13/16 20:09,,,,,,,,,5.48,good
4/13/16 20:39,,,,,,,,,5.38,good
4/13/16 21:08,19.7,good,62,not evaluated,62.92,good,34.46,good,,
4/13/16 21:09,,,,,,,,,5.71,good
4/13/16 21:39,,,,,,,,,5.61,good
4/13/16 22:08,19.48,good,64,not evaluated,62.93,good,34.47,good,,
4/13/16 22:09,,,,,,,,,5.68,good
4/13/16 22:39,,,,,,,,,5.38,good
4/13/16 23:08,20.8,good,51,not evaluated,62.92,good,34.47,good,,
4/13/16 23:09,,,,,,,,,5.87,good
4/13/16 23:39,,,,,,,,,5.54,good
4/14/16 0:08,18.1,good,53,not evaluated,62.86,good,34.48,good,,
4/14/16 0:09,,,,,,,,,5.35,good
4/14/16 0:39,,,,,,,,,5.51,good
4/14/16 1:08,17.57,good,41,not evaluated,62.83,good,34.48,good,,
4/14/16 1:09,,,,,,,,,5.12,good
4/14/16 1:39,,,,,,,,,5.12,good
4/14/16 2:08,17.45,good,41,not evaluated,62.8,good,34.48,good,,
4/14/16 2:09,,,,,,,,,5.28,good
4/14/16 2:39,,,,,,,,,5.05,good
4/14/16 3:08,16.97,good,45,not evaluated,62.69,good,34.48,good,,
4/14/16 3:09,,,,,,,,,4.72,good
4/14/16 3:39,,,,,,,,,4.92,good
4/14/16 4:08,17.18,good,39,not evaluated,62.64,good,34.49,good,,
4/14/16 4:09,,,,,,,,,4.86,good
4/14/16 4:39,,,,,,,,,4.56,good
4/14/16 5:08,16.47,good,37,not evaluated,62.58,good,34.48,good,,
4/14/16 5:09,,,,,,,,,4.53,good
4/14/16 5:39,,,,,,,,,4.13,good
4/14/16 6:08,16.59,good,25,not evaluated,62.52,good,34.48,good,,
4/14/16 6:09,,,,,,,,,4.4,good
4/14/16 6:39,,,,,,,,,4.4,good
4/14/16 7:08,16.19,good,30,not evaluated,62.47,good,34.49,good,,
4/14/16 7:09,,,,,,,,,4.33,good
4/14/16 7:39,,,,,,,,,4.2,good
4/14/16 8:08,17.68,good,27,not evaluated,62.46,good,34.5,good,,
4/14/16 8:09,,,,,,,,,4,good
4/14/16 8:39,,,,,,,,,4.17,good
4/14/16 9:08,18.01,good,33,not evaluated,62.38,good,34.5,good,,
4/14/16 9:09,,,,,,,,,4.23,good
4/14/16 9:39,,,,,,,,,4.23,good
4/14/16 10:08,19.19,good,31,not evaluated,62.35,good,34.49,good,,
4/14/16 10:09,,,,,,,,,4.43,good
4/14/16 10:39,,,,,,,,,4.53,good
4/14/16 11:08,16.63,good,42,not evaluated,62.37,good,34.49,good,,
4/14/16 11:09,,,,,,,,,4.56,good
4/14/16 11:39,,,,,,,,,4.56,good
4/14/16 12:08,16.38,good,59,not evaluated,62.4,good,34.49,good,,
4/14/16 12:09,,,,,,,,,4.43,good
4/14/16 12:39,,,,,,,,,4.4,good
4/14/16 13:08,14.21,good,61,not evaluated,62.48,good,34.5,good,,
4/14/16 13:09,,,,,,,,,4.49,good
4/14/16 13:39,,,,,,,,,4.43,good
4/14/16 14:08,16.35,good,71,not evaluated,62.61,good,34.5,good,,
4/14/16 14:09,,,,,,,,,4.56,good
4/14/16 14:39,,,,,,,,,4.56,good
4/14/16 15:08,15.67,good,78,not evaluated,62.67,good,34.5,good,,
4/14/16 15:09,,,,,,,,,4.33,good
4/14/16 15:39,,,,,,,,,4.76,good
4/14/16 16:08,17.69,good,85,not evaluated,62.68,good,34.5,good,,
4/14/16 16:09,,,,,,,,,4.86,good
4/14/16 16:39,,,,,,,,,4.92,good
4/14/16 17:08,19.42,good,81,not evaluated,62.66,good,34.49,good,,
4/14/16 17:09,,,,,,,,,5.18,good
4/14/16 17:39,,,,,,,,,5.48,good
4/14/16 18:08,20.73,good,79,not evaluated,62.64,good,34.49,good,,
4/14/16 18:09,,,,,,,,,5.87,good
4/14/16 18:39,,,,,,,,,6.07,good
4/14/16 19:08,21.88,good,75,not evaluated,62.58,good,34.49,good,,
4/14/16 19:09,,,,,,,,,5.97,good
4/14/16 19:39,,,,,,,,,5.77,good
4/14/16 20:08,20.64,good,70,not evaluated,62.52,good,34.49,good,,
4/14/16 20:09,,,,,,,,,5.45,good
4/14/16 20:39,,,,,,,,,5.91,good
4/14/16 21:08,19.68,good,62,not evaluated,62.45,good,34.49,good,,
4/14/16 21:09,,,,,,,,,5.58,good
4/14/16 21:39,,,,,,,,,5.91,good
4/14/16 22:08,21.38,good,56,not evaluated,62.34,good,34.5,good,,
4/14/16 22:09,,,,,,,,,5.54,good
4/14/16 22:39,,,,,,,,,5.91,good
4/14/16 23:08,21.04,good,54,not evaluated,62.26,good,34.51,good,,
4/14/16 23:09,,,,,,,,,5.84,good
4/14/16 23:39,,,,,,,,,6.14,good
4/15/16 0:08,19.82,good,54,not evaluated,62.18,good,34.52,good,,
4/15/16 0:09,,,,,,,,,5.97,good
4/15/16 0:39,,,,,,,,,5.58,good
4/15/16 1:08,17.14,good,46,not evaluated,62.16,good,34.52,good,,
4/15/16 1:09,,,,,,,,,5.58,good
4/15/16 1:39,,,,,,,,,5.35,good
4/15/16 2:08,18.85,good,47,not evaluated,62.13,good,34.53,good,,
4/15/16 2:09,,,,,,,,,5.81,good
4/15/16 2:39,,,,,,,,,5.28,good
4/15/16 3:08,19.16,good,42,not evaluated,62.07,good,34.52,good,,
4/15/16 3:09,,,,,,,,,5.45,good
4/15/16 3:39,,,,,,,,,4.99,good
4/15/16 4:08,18.56,good,45,not evaluated,61.99,good,34.51,good,,
4/15/16 4:09,,,,,,,,,5.28,good
4/15/16 4:39,,,,,,,,,5.38,good
4/15/16 5:08,20.55,good,41,not evaluated,61.88,good,34.5,good,,
4/15/16 5:09,,,,,,,,,5.38,good
4/15/16 5:39,,,,,,,,,5.05,good
4/15/16 6:08,20.51,good,39,not evaluated,61.84,good,34.5,good,,
4/15/16 6:09,,,,,,,,,5.54,good
4/15/16 6:39,,,,,,,,,5.28,good
4/15/16 7:08,21.2,good,48,not evaluated,61.82,good,34.5,good,,
4/15/16 7:09,,,,,,,,,5.51,good
4/15/16 7:39,,,,,,,,,5.64,good
4/15/16 8:08,19.77,good,49,not evaluated,61.82,good,34.51,good,,
4/15/16 8:09,,,,,,,,,5.84,good
4/15/16 8:39,,,,,,,,,5.91,good
4/15/16 9:08,20.53,good,52,not evaluated,61.83,good,34.53,good,,
4/15/16 9:09,,,,,,,,,5.64,good
4/15/16 9:39,,,,,,,,,5.87,good
4/15/16 10:08,19.56,good,54,not evaluated,61.87,good,34.55,good,,
4/15/16 10:09,,,,,,,,,6.04,good
4/15/16 10:39,,,,,,,,,6.14,good
4/15/16 11:08,18.5,good,50,not evaluated,61.88,good,34.55,good,,
4/15/16 11:09,,,,,,,,,5.81,good
4/15/16 11:39,,,,,,,,,5.84,good
4/15/16 12:08,21.04,good,55,not evaluated,61.89,good,34.55,good,,
4/15/16 12:09,,,,,,,,,6.3,good
4/15/16 12:39,,,,,,,,,6.1,good
4/15/16 13:08,20.86,good,53,not evaluated,61.93,good,34.56,good,,
4/15/16 13:09,,,,,,,,,5.87,good
4/15/16 13:39,,,,,,,,,5.87,good
4/15/16 14:08,20.36,good,57,not evaluated,61.94,good,34.57,good,,
4/15/16 14:09,,,,,,,,,5.81,good
4/15/16 14:39,,,,,,,,,6.07,good
4/15/16 15:08,20.88,good,58,not evaluated,61.94,good,34.57,good,,
4/15/16 15:09,,,,,,,,,6.14,good
4/15/16 15:39,,,,,,,,,6.2,good
4/15/16 16:08,20.95,good,54,not evaluated,61.95,good,34.58,good,,
4/15/16 16:09,,,,,,,,,6.14,good
4/15/16 16:39,,,,,,,,,6.07,good
4/15/16 17:08,19.7,good,55,not evaluated,62.01,good,34.6,good,,
4/15/16 17:09,,,,,,,,,6.17,good
4/15/16 17:39,,,,,,,,,6.14,good
4/15/16 18:08,21.14,good,66,not evaluated,62.02,good,34.61,good,,
4/15/16 18:09,,,,,,,,,6.33,good
4/15/16 18:39,,,,,,,,,6.2,good
4/15/16 19:08,21.36,good,59,not evaluated,62,good,34.62,good,,
4/15/16 19:09,,,,,,,,,6.14,good
4/15/16 19:39,,,,,,,,,6.33,good
4/15/16 20:08,20.09,good,55,not evaluated,61.98,good,34.62,good,,
4/15/16 20:09,,,,,,,,,6.5,good
4/15/16 20:39,,,,,,,,,5.87,good
4/15/16 21:08,19.21,good,49,not evaluated,61.96,good,34.62,good,,
4/15/16 21:09,,,,,,,,,6,good
4/15/16 21:39,,,,,,,,,6.23,good
4/15/16 22:08,21.19,good,46,not evaluated,61.93,good,34.63,good,,
4/15/16 22:09,,,,,,,,,6.27,good
4/15/16 22:39,,,,,,,,,6.17,good
4/15/16 23:08,20.41,good,41,not evaluated,61.9,good,34.63,good,,
4/15/16 23:09,,,,,,,,,6.04,good
4/15/16 23:39,,,,,,,,,5.81,good
4/16/16 0:08,18.48,good,39,not evaluated,61.83,good,34.63,good,,
4/16/16 0:09,,,,,,,,,6.04,good
4/16/16 0:39,,,,,,,,,6,good
4/16/16 1:08,18.08,good,36,not evaluated,61.82,good,34.63,good,,
4/16/16 1:09,,,,,,,,,6.17,good
4/16/16 1:39,,,,,,,,,5.94,good
4/16/16 2:08,17.59,good,39,not evaluated,61.79,good,34.63,good,,
4/16/16 2:09,,,,,,,,,5.74,good
4/16/16 2:39,,,,,,,,,5.41,good
4/16/16 3:08,17.95,good,37,not evaluated,61.76,good,34.64,good,,
4/16/16 3:09,,,,,,,,,5.68,good
4/16/16 3:39,,,,,,,,,5.22,good
4/16/16 4:08,16.09,good,26,not evaluated,61.76,good,34.64,good,,
4/16/16 4:09,,,,,,,,,5.51,good
4/16/16 4:39,,,,,,,,,5.18,good
4/16/16 5:08,17.34,good,27,not evaluated,61.72,good,34.65,good,,
4/16/16 5:09,,,,,,,,,5.15,good
4/16/16 5:39,,,,,,,,,5.09,good
4/16/16 6:08,16.84,good,30,not evaluated,61.69,good,34.65,good,,
4/16/16 6:09,,,,,,,,,4.99,good
4/16/16 6:39,,,,,,,,,4.92,good
4/16/16 7:08,17.05,good,29,not evaluated,61.64,good,34.66,good,,
4/16/16 7:09,,,,,,,,,4.56,good
4/16/16 7:39,,,,,,,,,4.82,good
4/16/16 8:08,16.38,good,37,not evaluated,61.63,good,34.66,good,,
4/16/16 8:09,,,,,,,,,4.76,good
4/16/16 8:39,,,,,,,,,4.76,good
4/16/16 9:08,16.96,good,36,not evaluated,61.6,good,34.66,good,,
4/16/16 9:09,,,,,,,,,5.09,good
4/16/16 9:39,,,,,,,,,4.89,good
4/16/16 10:08,17.72,good,42,not evaluated,61.62,good,34.66,good,,
4/16/16 10:09,,,,,,,,,4.79,good
4/16/16 10:39,,,,,,,,,4.82,good
4/16/16 11:08,17.41,good,48,not evaluated,61.62,good,34.66,good,,
4/16/16 11:09,,,,,,,,,5.02,good
4/16/16 11:39,,,,,,,,,5.15,good
4/16/16 12:08,17.46,good,53,not evaluated,61.71,good,34.66,good,,
4/16/16 12:09,,,,,,,,,4.82,good
4/16/16 12:39,,,,,,,,,5.18,good
4/16/16 13:08,16.55,good,57,not evaluated,61.79,good,34.66,good,,
4/16/16 13:09,,,,,,,,,5.31,good
4/16/16 13:39,,,,,,,,,5.12,good
4/16/16 14:08,17.25,good,71,not evaluated,61.88,good,34.66,good,,
4/16/16 14:09,,,,,,,,,5.38,good
4/16/16 14:39,,,,,,,,,5.91,good
4/16/16 15:08,17.92,good,81,not evaluated,61.93,good,34.66,good,,
4/16/16 15:09,,,,,,,,,6.04,good
4/16/16 15:39,,,,,,,,,5.87,good
4/16/16 16:08,17.57,good,84,not evaluated,61.94,good,34.66,good,,
4/16/16 16:09,,,,,,,,,5.94,good
4/16/16 16:39,,,,,,,,,6,good
4/16/16 17:08,15.01,good,89,not evaluated,61.99,good,34.66,good,,
4/16/16 17:09,,,,,,,,,5.64,good
4/16/16 17:39,,,,,,,,,5.68,good
4/16/16 18:08,17.69,good,87,not evaluated,61.99,good,34.66,good,,
4/16/16 18:09,,,,,,,,,5.54,good
4/16/16 18:39,,,,,,,,,5.58,good
4/16/16 19:08,19.74,good,87,not evaluated,61.96,good,34.66,good,,
4/16/16 19:09,,,,,,,,,5.84,good
4/16/16 19:39,,,,,,,,,5.45,good
4/16/16 20:08,19.75,good,83,not evaluated,61.92,good,34.66,good,,
4/16/16 20:09,,,,,,,,,5.77,good
4/16/16 20:39,,,,,,,,,5.94,good
4/16/16 21:08,18.69,good,80,not evaluated,61.88,good,34.66,good,,
4/16/16 21:09,,,,,,,,,6,good
4/16/16 21:39,,,,,,,,,5.71,good
4/16/16 22:08,18.3,good,73,not evaluated,61.87,good,34.66,good,,
4/16/16 22:09,,,,,,,,,5.54,good
4/16/16 22:39,,,,,,,,,5.77,good
4/16/16 23:08,20.57,good,58,not evaluated,61.84,good,34.66,good,,
4/16/16 23:09,,,,,,,,,5.77,good
4/16/16 23:39,,,,,,,,,6.04,good
4/17/16 0:08,22,good,58,not evaluated,61.78,good,34.66,good,,
4/17/16 0:09,,,,,,,,,6.04,good
4/17/16 0:39,,,,,,,,,5.74,good
4/17/16 1:08,21.03,good,54,not evaluated,61.73,good,34.66,good,,
4/17/16 1:09,,,,,,,,,5.84,good
4/17/16 1:39,,,,,,,,,5.54,good
4/17/16 2:08,17.84,good,43,not evaluated,61.66,good,34.66,good,,
4/17/16 2:09,,,,,,,,,5.54,good
4/17/16 2:39,,,,,,,,,5.61,good
4/17/16 3:08,14.91,good,29,not evaluated,61.64,good,34.65,good,,
4/17/16 3:09,,,,,,,,,5.71,good
4/17/16 3:39,,,,,,,,,5.45,good
4/17/16 4:08,15.85,good,25,not evaluated,61.6,good,34.65,good,,
4/17/16 4:09,,,,,,,,,5.38,good
4/17/16 4:39,,,,,,,,,4.82,good
4/17/16 5:08,14.85,good,19,not evaluated,61.57,good,34.65,good,,
4/17/16 5:09,,,,,,,,,5.02,good
4/17/16 5:39,,,,,,,,,4.56,good
4/17/16 6:08,16.25,good,8,not evaluated,61.5,good,34.66,good,,
4/17/16 6:09,,,,,,,,,4.49,good
4/17/16 6:39,,,,,,,,,4.56,good
4/17/16 7:08,20.02,good,3,not evaluated,61.44,good,34.66,good,,
4/17/16 7:09,,,,,,,,,4.53,good
4/17/16 7:39,,,,,,,,,4.63,good
4/17/16 8:08,20.32,good,12,not evaluated,61.42,good,34.66,good,,
4/17/16 8:09,,,,,,,,,4.56,good
4/17/16 8:39,,,,,,,,,4.53,good
4/17/16 9:08,20.26,good,14,not evaluated,61.39,good,34.66,good,,
4/17/16 9:09,,,,,,,,,4.53,good
4/17/16 9:39,,,,,,,,,4.76,good
4/17/16 10:08,17.9,good,17,not evaluated,61.39,good,34.67,good,,
4/17/16 10:09,,,,,,,,,4.53,good
4/17/16 10:39,,,,,,,,,4.72,good
4/17/16 11:08,17.02,good,38,not evaluated,61.43,good,34.67,good,,
4/17/16 11:09,,,,,,,,,4.46,good
4/17/16 11:39,,,,,,,,,4.49,good
4/17/16 12:08,15.35,good,44,not evaluated,61.49,good,34.67,good,,
4/17/16 12:09,,,,,,,,,4.49,good
4/17/16 12:39,,,,,,,,,4.43,good
4/17/16 13:08,15.53,good,49,not evaluated,61.53,good,34.67,good,,
4/17/16 13:09,,,,,,,,,4.43,good
4/17/16 13:39,,,,,,,,,4.4,good
4/17/16 14:08,13.08,good,51,not evaluated,61.62,good,34.68,good,,
4/17/16 14:09,,,,,,,,,4.2,good
4/17/16 14:39,,,,,,,,,4.17,good
4/17/16 15:08,10.33,good,67,not evaluated,61.76,good,34.68,good,,
4/17/16 15:09,,,,,,,,,4.4,good
4/17/16 15:39,,,,,,,,,4.2,good
4/17/16 16:08,10.2,good,71,not evaluated,61.75,good,34.68,good,,
4/17/16 16:09,,,,,,,,,4.4,good
4/17/16 16:39,,,,,,,,,4.46,good
4/17/16 17:08,13.79,good,69,not evaluated,61.85,good,34.68,good,,
4/17/16 17:09,,,,,,,,,4.63,good
4/17/16 17:39,,,,,,,,,4.59,good
4/17/16 18:08,15.89,good,69,not evaluated,61.82,good,34.68,good,,
4/17/16 18:09,,,,,,,,,4.56,good
4/17/16 18:39,,,,,,,,,4.4,good
4/17/16 19:08,15.57,good,68,not evaluated,61.77,good,34.68,good,,
4/17/16 19:09,,,,,,,,,4.63,good
4/17/16 19:39,,,,,,,,,4.66,good
4/17/16 20:08,14.49,good,70,not evaluated,61.73,good,34.68,good,,
4/17/16 20:09,,,,,,,,,4.72,good
4/17/16 20:39,,,,,,,,,4.66,good
4/17/16 21:08,16.26,good,63,not evaluated,61.67,good,34.68,good,,
4/17/16 21:09,,,,,,,,,4.76,good
4/17/16 21:39,,,,,,,,,4.76,good
4/17/16 22:08,15.25,good,59,not evaluated,61.67,good,34.68,good,,
4/17/16 22:09,,,,,,,,,4.76,good
4/17/16 22:39,,,,,,,,,4.79,good
4/17/16 23:08,15.22,good,62,not evaluated,61.61,good,34.67,good,,
4/17/16 23:09,,,,,,,,,5.09,good
4/17/16 23:39,,,,,,,,,4.79,good
4/18/16 0:08,13.7,good,62,not evaluated,61.54,good,34.68,good,,
4/18/16 0:09,,,,,,,,,4.76,good
4/18/16 0:39,,,,,,,,,4.33,good
4/18/16 1:08,11.67,good,61,not evaluated,61.56,good,34.67,good,,
4/18/16 1:09,,,,,,,,,4.4,good
4/18/16 1:39,,,,,,,,,4.43,good
4/18/16 2:08,8.27,good,46,not evaluated,61.53,good,34.67,good,,
4/18/16 2:09,,,,,,,,,4.2,good
4/18/16 2:39,,,,,,,,,4.2,good
4/18/16 3:08,7.69,good,31,not evaluated,61.53,good,34.67,good,,
4/18/16 3:09,,,,,,,,,4.27,good
4/18/16 3:39,,,,,,,,,4.13,good
4/18/16 4:08,6.93,good,348,not evaluated,61.49,good,34.67,good,,
4/18/16 4:09,,,,,,,,,4.07,good
4/18/16 4:39,,,,,,,,,3.84,good
4/18/16 5:08,7.78,good,353,not evaluated,61.45,good,34.67,good,,
4/18/16 5:09,,,,,,,,,3.77,good
4/18/16 5:39,,,,,,,,,3.54,good
4/18/16 6:08,8.34,good,334,not evaluated,61.45,good,34.67,good,,
4/18/16 6:09,,,,,,,,,3.74,good
4/18/16 6:39,,,,,,,,,3.67,good
4/18/16 7:08,8.88,good,337,not evaluated,61.43,good,34.67,good,,
4/18/16 7:09,,,,,,,,,3.41,good
4/18/16 7:39,,,,,,,,,3.41,good
4/18/16 8:08,11.86,good,336,not evaluated,61.44,good,34.68,good,,
4/18/16 8:09,,,,,,,,,3.48,good
4/18/16 8:39,,,,,,,,,3.25,good
4/18/16 9:08,9.56,good,349,not evaluated,61.42,good,34.68,good,,
4/18/16 9:09,,,,,,,,,2.99,good
4/18/16 9:39,,,,,,,,,2.99,good
4/18/16 10:08,8.87,good,352,not evaluated,61.5,good,34.68,good,,
4/18/16 10:09,,,,,,,,,3.02,good
4/18/16 10:39,,,,,,,,,2.92,good
4/18/16 11:08,4.15,good,354,not evaluated,61.78,good,34.68,good,,
4/18/16 11:09,,,,,,,,,3.02,good
4/18/16 11:39,,,,,,,,,2.92,good
4/18/16 12:08,2.3,good,20,not evaluated,61.88,good,34.69,good,,
4/18/16 12:09,,,,,,,,,2.95,good
4/18/16 12:39,,,,,,,,,3.12,good
4/18/16 13:39,,,,,,,,,3.08,good
4/18/16 14:08,1.95,good,155,not evaluated,63.37,good,34.69,good,,
4/18/16 14:09,,,,,,,,,3.05,good
4/18/16 14:39,,,,,,,,,3.05,good
4/18/16 15:08,5.35,good,183,not evaluated,64.63,good,34.68,good,,
4/18/16 15:09,,,,,,,,,2.99,good
4/18/16 15:39,,,,,,,,,3.08,good
4/18/16 16:08,5.32,good,198,not evaluated,65.45,good,34.67,good,,
4/18/16 16:09,,,,,,,,,3.15,good
4/18/16 16:39,,,,,,,,,2.99,good
4/18/16 17:08,5.03,good,190,not evaluated,64.18,good,34.69,good,,
4/18/16 17:09,,,,,,,,,3.02,good
4/18/16 17:39,,,,,,,,,3.18,good
4/18/16 18:08,7.46,good,169,not evaluated,64.5,good,34.68,good,,
4/18/16 18:09,,,,,,,,,2.79,good
4/18/16 18:39,,,,,,,,,2.72,good
4/18/16 19:08,8.61,good,233,not evaluated,64.1,good,34.68,good,,
4/18/16 19:09,,,,,,,,,2.89,good
